OrderID,OrderDate,CustomerID,Product,Quantity,UnitPrice,Region,SalesRep,ProductCategory,TotalAmount,Discount,DiscountAmount,NetAmount,Cost,Profit,OrderMonth,OrderYear,OrderQuarter
ORD-000047,2025-02-14,Customer_0020,Headset Pro,19,999.99,Asia Pacific,Bob Martinez,Peripherals,18999.81,0.15,2849.9715,16149.838500000002,10492.868079654289,5656.970420345713,2025-02,2025,2025Q1
ORD-000048,2023-02-04,Customer_0472,SSD 1TB,11,599.99,North America,Carol White,Components,6599.89,0.15,989.9835,5609.9065,4438.631803271757,1171.2746967282428,2023-02,2023,2023Q1
ORD-000049,2023-07-25,Customer_0411,Graphics Card RTX,5,399.99,North America,Bob Martinez,Components,1999.95,0.1,199.995,1799.955,1467.9157102012894,332.03928979871057,2023-07,2023,2023Q3
ORD-000050,2025-10-22,Customer_0422,Desktop Elite,1,499.99,North America,Alice Chen,Desktops,499.99,0.05,24.9995,474.9905,286.09687276927247,188.89362723072753,2025-10,2025,2025Q4
ORD-000051,2025-10-18,Customer_0328,"Monitor 27""",13,499.99,North America,Carol White,Monitors,6499.87,0.15,974.9804999999999,5524.8895,4342.7857480598095,1182.1037519401907,2025-10,2025,2025Q4
ORD-000052,2024-07-19,Customer_0065,Graphics Card RTX,8,249.99,North America,Emma Brown,Components,1999.92,0.1,199.99200000000002,1799.928,1391.411894002944,408.516105997056,2024-07,2024,2024Q3
ORD-000053,2024-12-03,Customer_0182,CPU i9,6,399.99,North America,Carol White,Components,2399.94,0.1,239.99400000000003,2159.946,1353.9375123833051,806.0084876166948,2024-12,2024,2024Q4
ORD-000054,2024-02-06,Customer_0241,"Monitor 27""",17,799.99,North America,Carol White,Monitors,13599.83,0.15,2039.9744999999998,11559.8555,7541.419777281009,4018.4357227189903,2024-02,2024,2024Q1
ORD-000055,2024-12-30,Customer_0369,Docking Station,12,199.99,Europe,Bob Martinez,Peripherals,2399.88,0.15,359.982,2039.8980000000001,1542.7368752887753,497.16112471122483,2024-12,2024,2024Q4
ORD-000056,2023-06-11,Customer_0024,Mouse Ergonomic,1,599.99,Europe,Carol White,Peripherals,599.99,0.05,29.9995,569.9905,424.9353200947492,145.05517990525078,2023-06,2023,2023Q2
ORD-000057,2023-07-21,Customer_0384,"Monitor 24""",3,499.99,North America,Carol White,Monitors,1499.97,0.05,74.9985,1424.9715,873.1983587133379,551.7731412866622,2023-07,2023,2023Q3
ORD-000058,2025-09-22,Customer_0431,SSD 1TB,14,249.99,Europe,Alice Chen,Components,3499.86,0.15,524.979,2974.8810000000003,2510.5456647068245,464.33533529317583,2025-09,2025,2025Q3
ORD-000059,2023-09-27,Customer_0455,"Monitor 24""",8,999.99,North America,Bob Martinez,Monitors,7999.92,0.1,799.9920000000001,7199.928,5450.469103441667,1749.4588965583325,2023-09,2023,2023Q3
ORD-000060,2025-03-26,Customer_0083,Mouse Ergonomic,11,199.99,Asia Pacific,Alice Chen,Peripherals,2199.8900000000003,0.15,329.98350000000005,1869.9065000000003,1356.0884388146026,513.8180611853977,2025-03,2025,2025Q1
ORD-000061,2024-03-31,Customer_0470,Headset Pro,14,499.99,Europe,Bob Martinez,Peripherals,6999.860000000001,0.15,1049.979,5949.881,4572.064674767072,1377.8163252329286,2024-03,2024,2024Q1
ORD-000062,2025-10-13,Customer_0319,Motherboard Z790,8,999.99,North America,Emma Brown,Components,7999.92,0.1,799.9920000000001,7199.928,5944.860518363106,1255.0674816368937,2025-10,2025,2025Q4
ORD-000063,2023-10-23,Customer_0185,SSD 1TB,3,799.99,North America,Carol White,Components,2399.9700000000003,0.05,119.99850000000002,2279.9715,1423.871947281699,856.0995527183011,2023-10,2023,2023Q4
ORD-000064,2024-12-20,Customer_0439,"Monitor 24""",7,999.99,North America,Bob Martinez,Monitors,6999.93,0.1,699.993,6299.937,4549.304063346089,1750.6329366539112,2024-12,2024,2024Q4
ORD-000065,2023-12-04,Customer_0316,"Monitor 24""",19,199.99,Asia Pacific,Carol White,Monitors,3799.8100000000004,0.15,569.9715,3229.8385000000003,2564.4815521526602,665.35694784734,2023-12,2023,2023Q4
ORD-000066,2025-05-28,Customer_0099,Keyboard Wireless,4,999.99,Middle East & Africa,Carol White,Peripherals,3999.96,0.05,199.99800000000002,3799.962,2310.3885802636896,1489.5734197363104,2025-05,2025,2025Q2
ORD-000067,2025-12-12,Customer_0062,Keyboard Wireless,16,799.99,North America,David Kim,Peripherals,12799.84,0.15,1919.9759999999999,10879.864,7151.327154168837,3728.5368458311623,2025-12,2025,2025Q4
ORD-000068,2025-03-02,Customer_0286,Mouse Ergonomic,13,599.99,Asia Pacific,Alice Chen,Peripherals,7799.87,0.15,1169.9805,6629.8895,4310.925676614319,2318.9638233856813,2025-03,2025,2025Q1
ORD-000069,2023-08-05,Customer_0477,Motherboard Z790,19,199.99,North America,Bob Martinez,Components,3799.8100000000004,0.15,569.9715,3229.8385000000003,2336.649732687462,893.1887673125384,2023-08,2023,2023Q3
ORD-000070,2025-02-02,Customer_0022,Laptop Pro,5,599.99,North America,Emma Brown,Laptops,2999.95,0.1,299.995,2699.955,1694.3401372179742,1005.6148627820257,2025-02,2025,2025Q1
ORD-000071,2023-07-07,Customer_0459,Graphics Card RTX,5,249.99,North America,David Kim,Components,1249.95,0.1,124.995,1124.955,888.4069504357533,236.54804956424664,2023-07,2023,2023Q3
ORD-000072,2024-01-15,Customer_0212,SSD 1TB,4,399.99,Latin America,Alice Chen,Components,1599.96,0.05,79.998,1519.962,1199.1122701355414,320.8497298644586,2024-01,2024,2024Q1
ORD-000073,2024-05-07,Customer_0126,CPU i9,2,999.99,Europe,Emma Brown,Components,1999.98,0.05,99.99900000000001,1899.981,1124.5102834784989,775.4707165215011,2024-05,2024,2024Q2
ORD-000074,2025-11-30,Customer_0413,Desktop Elite,13,149.99,Middle East & Africa,Emma Brown,Desktops,1949.8700000000001,0.15,292.4805,1657.3895000000002,1241.1804967308672,416.20900326913306,2025-11,2025,2025Q4
ORD-000075,2023-01-15,Customer_0499,Headset Pro,16,599.99,Europe,Carol White,Peripherals,9599.84,0.15,1439.9759999999999,8159.8640000000005,5329.316852698608,2830.547147301392,2023-01,2023,2023Q1
ORD-000076,2023-03-06,Customer_0425,Keyboard Wireless,2,799.99,North America,Alice Chen,Peripherals,1599.98,0.05,79.99900000000001,1519.981,922.8655490787613,597.1154509212387,2023-03,2023,2023Q1
ORD-000077,2024-06-04,Customer_0042,Keyboard Wireless,19,499.99,Asia Pacific,David Kim,Peripherals,9499.81,0.15,1424.9714999999999,8074.8385,5838.436094672966,2236.402405327034,2024-06,2024,2024Q2
ORD-000078,2024-10-09,Customer_0098,"Monitor 27""",17,599.99,Latin America,Bob Martinez,Monitors,10199.83,0.15,1529.9745,8669.8555,6413.037468898362,2256.8180311016376,2024-10,2024,2024Q4
ORD-000079,2025-12-22,Customer_0449,SSD 1TB,5,499.99,Asia Pacific,Bob Martinez,Components,2499.95,0.1,249.995,2249.955,1844.8545753848557,405.1004246151442,2025-12,2025,2025Q4
ORD-000080,2024-08-15,Customer_0031,Desktop Elite,18,999.99,Asia Pacific,David Kim,Desktops,17999.82,0.15,2699.973,15299.847,11324.89926139971,3974.947738600289,2024-08,2024,2024Q3
ORD-000081,2024-01-27,Customer_0158,SSD 1TB,18,249.99,North America,Carol White,Components,4499.82,0.15,674.973,3824.8469999999998,2921.5330271559355,903.3139728440642,2024-01,2024,2024Q1
ORD-000082,2024-02-23,Customer_0112,"Monitor 27""",8,99.99,North America,Carol White,Monitors,799.92,0.1,79.992,719.928,479.2454095899262,240.68259041007377,2024-02,2024,2024Q1
ORD-000083,2023-10-16,Customer_0402,CPU i9,15,199.99,North America,Emma Brown,Components,2999.8500000000004,0.15,449.9775,2549.8725000000004,1649.9925794997828,899.8799205002176,2023-10,2023,2023Q4
ORD-000084,2024-01-14,Customer_0247,Laptop Pro,13,499.99,,Alice Chen,Laptops,6499.87,0.15,974.9804999999999,5524.8895,4744.039911057201,780.8495889427995,2024-01,2024,2024Q1
ORD-000085,2023-08-19,Customer_0122,Desktop Elite,13,499.99,Middle East & Africa,Emma Brown,Desktops,6499.87,0.15,974.9804999999999,5524.8895,3681.155559563513,1843.733940436487,2023-08,2023,2023Q3
ORD-000086,2025-10-14,Customer_0273,"Monitor 24""",16,199.99,Asia Pacific,Bob Martinez,Monitors,3199.84,0.15,479.976,2719.864,2377.0004023002734,342.8635976997266,2025-10,2025,2025Q4
ORD-000087,2023-02-10,Customer_0294,"Monitor 27""",13,99.99,Asia Pacific,David Kim,Monitors,1299.87,0.15,194.98049999999998,1104.8895,748.944565119361,355.94493488063904,2023-02,2023,2023Q1
ORD-000088,2025-11-17,Customer_0398,Docking Station,2,999.99,North America,Alice Chen,Peripherals,1999.98,0.05,99.99900000000001,1899.981,1341.9379727862533,558.0430272137467,2025-11,2025,2025Q4
ORD-000089,2023-05-15,Customer_0471,Headset Pro,3,799.99,Asia Pacific,David Kim,Peripherals,2399.9700000000003,0.05,119.99850000000002,2279.9715,1799.6945857076587,480.2769142923414,2023-05,2023,2023Q2
ORD-000090,2023-07-20,Customer_0473,"Monitor 24""",15,399.99,Latin America,Alice Chen,Monitors,5999.85,0.15,899.9775000000001,5099.8725,3466.070861345729,1633.8016386542713,2023-07,2023,2023Q3
ORD-000091,2025-02-18,Customer_0207,Desktop Elite,19,499.99,Europe,Bob Martinez,Desktops,9499.81,0.15,1424.9714999999999,8074.8385,6030.371251548438,2044.4672484515622,2025-02,2025,2025Q1
ORD-000092,2025-07-18,Customer_0110,Docking Station,13,99.99,Europe,Bob Martinez,Peripherals,1299.87,0.15,194.98049999999998,1104.8895,917.8183629171905,187.0711370828095,2025-07,2025,2025Q3
ORD-000093,2025-11-22,Customer_0440,Laptop Pro,5,99.99,Asia Pacific,Alice Chen,Laptops,499.95,0.1,49.995000000000005,449.955,278.1911930834983,171.76380691650166,2025-11,2025,2025Q4
ORD-000094,2025-12-07,Customer_0278,Graphics Card RTX,6,249.99,Europe,Carol White,Components,1499.94,0.1,149.994,1349.9460000000001,1031.8935479489999,318.0524520510003,2025-12,2025,2025Q4
ORD-000095,2024-05-17,Customer_0451,Docking Station,14,499.99,Middle East & Africa,Alice Chen,Peripherals,6999.860000000001,0.15,1049.979,5949.881,3962.443422593659,1987.4375774063415,2024-05,2024,2024Q2
ORD-000096,2024-02-11,Customer_0056,Keyboard Wireless,4,599.99,Europe,Bob Martinez,Peripherals,2399.96,0.05,119.998,2279.962,1433.5057761300106,846.4562238699893,2024-02,2024,2024Q1
ORD-000097,2025-03-15,Customer_0375,Mouse Ergonomic,19,999.99,North America,David Kim,Peripherals,18999.81,0.15,2849.9715,16149.838500000002,11058.178834580596,5091.659665419405,2025-03,2025,2025Q1
ORD-000098,2023-04-09,Customer_0403,Docking Station,7,799.99,Europe,Emma Brown,Peripherals,5599.93,0.1,559.993,5039.937,4096.165600734526,943.7713992654735,2023-04,2023,2023Q2
ORD-000099,2024-11-14,Customer_0057,Motherboard Z790,4,99.99,North America,David Kim,Components,399.96,0.05,19.998,379.962,234.4130936888002,145.5489063111998,2024-11,2024,2024Q4
ORD-000100,2024-12-26,Customer_0428,Webcam HD,2,249.99,Europe,Bob Martinez,Peripherals,499.98,0.05,24.999000000000002,474.981,279.0322478151337,195.9487521848663,2024-12,2024,2024Q4
ORD-000101,2025-08-18,Customer_0482,RAM 32GB,7,249.99,North America,David Kim,Components,1749.93,0.1,174.99300000000002,1574.9370000000001,1168.1222606972185,406.8147393027816,2025-08,2025,2025Q3
ORD-000102,2024-09-04,Customer_0291,Laptop Pro,3,199.99,Latin America,Carol White,Laptops,599.97,0.05,29.998500000000003,569.9715,371.5231339636118,198.44836603638817,2024-09,2024,2024Q3
ORD-000103,2024-10-04,Customer_0114,RAM 32GB,15,499.99,Latin America,Carol White,Components,7499.85,0.15,1124.9775,6374.8725,4733.464659775431,1641.4078402245696,2024-10,2024,2024Q4
ORD-000104,2025-10-25,Customer_0381,"Monitor 24""",1,99.99,North America,Alice Chen,Monitors,99.99,0.05,4.9995,94.9905,57.37551677176121,37.614983228238785,2025-10,2025,2025Q4
ORD-000105,2024-05-17,Customer_0385,SSD 1TB,2,799.99,North America,David Kim,Components,1599.98,0.05,79.99900000000001,1519.981,1119.4210443206566,400.5599556793434,2024-05,2024,2024Q2
ORD-000106,2025-02-05,Customer_0308,"Monitor 27""",10,599.99,Europe,David Kim,Monitors,5999.9,0.15,899.9849999999999,5099.915,4021.797348499229,1078.117651500771,2025-02,2025,2025Q1
ORD-000107,2024-02-02,Customer_0341,Laptop Air,16,149.99,Asia Pacific,Bob Martinez,Laptops,2399.84,0.15,359.976,2039.864,1494.7245265337426,545.1394734662574,2024-02,2024,2024Q1
ORD-000108,2025-05-20,Customer_0477,Laptop Pro,15,149.99,North America,Alice Chen,Laptops,2249.8500000000004,0.15,337.4775,1912.3725000000004,1314.6210774450985,597.7514225549019,2025-05,2025,2025Q2
ORD-000109,2025-03-05,Customer_0198,Webcam HD,15,599.99,North America,Alice Chen,Peripherals,8999.85,0.15,1349.9775,7649.8725,6018.1128269548335,1631.759673045167,2025-03,2025,2025Q1
ORD-000110,2024-01-28,Customer_0421,Keyboard Wireless,14,99.99,Europe,David Kim,Peripherals,1399.86,0.15,209.97899999999998,1189.8809999999999,987.9084375382394,201.9725624617605,2024-01,2024,2024Q1
ORD-000111,2023-07-26,Customer_0321,"Monitor 27""",14,499.99,Asia Pacific,Emma Brown,Monitors,6999.860000000001,0.15,1049.979,5949.881,4287.270450290125,1662.6105497098752,2023-07,2023,2023Q3
ORD-000112,2025-11-04,Customer_0179,Graphics Card RTX,6,799.99,North America,David Kim,Components,4799.9400000000005,0.1,479.9940000000001,4319.946000000001,2664.7926578724514,1655.1533421275494,2025-11,2025,2025Q4
ORD-000113,2025-06-10,Customer_0385,Headset Pro,14,199.99,Asia Pacific,David Kim,Peripherals,2799.86,0.15,419.979,2379.8810000000003,1659.949629830098,719.9313701699023,2025-06,2025,2025Q2
ORD-000114,2025-05-13,Customer_0219,Graphics Card RTX,17,499.99,Middle East & Africa,David Kim,Components,8499.83,0.15,1274.9745,7224.8555,5834.959590591968,1389.895909408032,2025-05,2025,2025Q2
ORD-000115,2025-01-12,Customer_0277,SSD 1TB,18,399.99,North America,Carol White,Components,7199.82,0.15,1079.973,6119.847,5384.164176068381,735.6828239316192,2025-01,2025,2025Q1
ORD-000116,2024-07-17,Customer_0437,Graphics Card RTX,19,499.99,Europe,Alice Chen,Components,9499.81,0.15,1424.9714999999999,8074.8385,5250.309846579578,2824.5286534204215,2024-07,2024,2024Q3
ORD-000117,2025-10-17,Customer_0016,SSD 1TB,17,499.99,North America,Carol White,Components,8499.83,0.15,1274.9745,7224.8555,5195.357146403459,2029.4983535965403,2025-10,2025,2025Q4
ORD-000118,2023-04-06,Customer_0492,Laptop Air,16,999.99,North America,Emma Brown,Laptops,15999.84,0.15,2399.976,13599.864,8998.37680076843,4601.487199231569,2023-04,2023,2023Q2
ORD-000119,2024-04-29,Customer_0379,Docking Station,8,99.99,North America,Bob Martinez,Peripherals,799.92,0.1,79.992,719.928,490.56682445348093,229.36117554651906,2024-04,2024,2024Q2
ORD-000120,2023-08-19,Customer_0061,RAM 32GB,7,199.99,Europe,Emma Brown,Components,1399.93,0.1,139.99300000000002,1259.9370000000001,883.6118332748744,376.32516672512577,2023-08,2023,2023Q3
ORD-000121,2025-01-18,Customer_0054,Webcam HD,12,999.99,Asia Pacific,Alice Chen,Peripherals,11999.880000000001,0.15,1799.9820000000002,10199.898000000001,8809.980919980806,1389.917080019195,2025-01,2025,2025Q1
ORD-000122,2024-06-24,Customer_0168,SSD 1TB,9,99.99,Europe,Bob Martinez,Components,899.91,0.1,89.991,809.919,509.44999379850697,300.469006201493,2024-06,2024,2024Q2
ORD-000123,2025-11-25,Customer_0026,CPU i9,14,299.99,North America,Emma Brown,Components,4199.860000000001,0.15,629.979,3569.8810000000003,2962.6938448217616,607.1871551782388,2025-11,2025,2025Q4
ORD-000124,2024-06-08,Customer_0336,Docking Station,1,199.99,North America,Alice Chen,Peripherals,199.99,0.05,9.999500000000001,189.9905,125.81508477372641,64.17541522627359,2024-06,2024,2024Q2
ORD-000125,2024-07-31,Customer_0476,Graphics Card RTX,10,99.99,Europe,Emma Brown,Components,999.9,0.15,149.98499999999999,849.915,712.1813446763922,137.73365532360776,2024-07,2024,2024Q3
ORD-000126,2024-11-12,Customer_0065,Headset Pro,17,149.99,North America,Bob Martinez,Peripherals,2549.83,0.15,382.4745,2167.3555,1664.2241588417658,503.13134115823436,2024-11,2024,2024Q4
ORD-000127,2024-07-10,Customer_0100,Laptop Pro,17,999.99,North America,Bob Martinez,Laptops,16999.83,0.15,2549.9745000000003,14449.855500000001,9483.464096478276,4966.391403521726,2024-07,2024,2024Q3
ORD-000128,2025-10-09,Customer_0074,Mouse Ergonomic,17,299.99,Europe,Emma Brown,Peripherals,5099.83,0.15,764.9744999999999,4334.8555,3770.0043314090553,564.8511685909443,2025-10,2025,2025Q4
ORD-000129,2024-10-07,Customer_0192,Webcam HD,4,199.99,Latin America,Carol White,Peripherals,799.96,0.05,39.998000000000005,759.962,453.2147882770161,306.7472117229839,2024-10,2024,2024Q4
ORD-000130,2025-03-06,Customer_0171,Desktop Elite,17,399.99,North America,Emma Brown,Desktops,6799.83,0.15,1019.9744999999999,5779.8555,4552.735742206822,1227.119757793178,2025-03,2025,2025Q1
ORD-000131,2025-11-17,Customer_0273,CPU i9,18,799.99,Asia Pacific,Emma Brown,Components,14399.82,0.15,2159.973,12239.847,10447.55256120906,1792.2944387909392,2025-11,2025,2025Q4
ORD-000132,2023-07-09,Customer_0377,"Monitor 24""",2,399.99,North America,Emma Brown,Monitors,799.98,0.05,39.999,759.981,452.7518485608401,307.2291514391599,2023-07,2023,2023Q3
ORD-000133,2024-09-24,Customer_0187,Graphics Card RTX,8,149.99,Europe,Carol White,Components,1199.92,0.1,119.99200000000002,1079.928,792.8815509256285,287.0464490743716,2024-09,2024,2024Q3
